customer_id,geography,gender,age,tenure,credit_score,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited,risk_tier
ACC-102907,France,Female,35,0,609,77355.05,2,1,1,99994.78,0,Low Risk
ACC-102908,France,Female,40,10,638,140385.65,1,1,1,143105.06,0,Low Risk
ACC-102909,Spain,Female,25,1,581,88306.56,2,1,0,26817.05,0,Low Risk
ACC-102910,France,Male,49,7,768,0.0,2,1,0,178865.22,0,Low Risk
ACC-102911,France,Female,42,2,643,32596.44,2,1,1,,0,Low Risk
ACC-102912,Spain,Female,56,4,661,74802.2,2,1,0,73126.91,0,Low Risk
ACC-102913,France,Female,35,8,666,0.0,2,0,1,187327.66,0,Low Risk
ACC-102914,Spain,Male,37,2,550,113874.8,2,0,0,107398.32,0,Low Risk
ACC-102915,Spain,Male,31,9,607,141486.56,2,0,1,53121.22,0,Low Risk
ACC-102916,France,Female,38,4,677,139523.08,2,1,1,187214.61,0,Low Risk
ACC-102917,Germany,Female,36,0,707,109077.38,1,1,1,150970.47,0,Medium Risk
ACC-102918,France,Female,48,9,824,151737.37,2,1,0,54860.11,0,Low Risk
ACC-102919,Spain,Male,39,6,632,180185.03,1,0,0,161240.12,1,Medium Risk
ACC-102920,Spain,Male,41,6,816,71473.18,2,1,1,33796.83,0,Low Risk
ACC-102921,FRANCE ,Female,42,1,675,89158.95,1,1,1,161690.55,1,Low Risk
ACC-102922,Germany,Male,33,3,473,179143.27,1,1,1,123837.2,0,Medium Risk
ACC-102923,France,Female,25,2,642,0.0,2,1,0,145391.84,0,Low Risk
ACC-102924,France,Male,41,8,639,0.0,2,1,1,189139.12,0,Low Risk
ACC-102925,Spain,Male,41,5,661,82313.28,2,1,1,156187.94,0,Low Risk
ACC-102926,France,Male,32,5,709,54566.22,2,1,0,81579.93,1,Low Risk
ACC-102927,France,Female,25,7,550,127594.18,1,0,0,132798.4,1,Medium Risk
ACC-102928,France,Male,35,10,585,119563.24,1,1,0,125443.37,0,Medium Risk
ACC-102929,France,Female,18,5,569,111433.29,1,0,0,88122.92,1,Medium Risk
ACC-102930,Spain,Male,49,9,756,147222.05,2,0,0,126752.87,0,Low Risk
ACC-102931,Spain,Male,34,2,481,113393.26,1,0,1,109466.8,0,Low Risk
ACC-102932,Germany,Male,24,1,626,148863.04,2,1,0,,1,Medium Risk
ACC-102933,France,Male,30,6,721,83890.55,1,0,1,150541.26,0,Low Risk
ACC-102934,France,Male,39,7,713,0.0,2,0,1,76995.58,0,Low Risk
ACC-102935,Spain,Female,44,6,752,126066.04,1,1,0,165938.15,0,Medium Risk
ACC-102936,Spain,Female,21,0,682,184696.1,2,1,0,61594.05,0,Low Risk
ACC-102937,France,Male,48,8,654,101433.37,2,1,1,139771.0,0,Low Risk
ACC-102938,France,Female,28,4,706,0.0,1,1,1,110842.88,0,Low Risk
ACC-102939,France,Male,30,0,687,136926.14,1,1,0,64912.33,0,Medium Risk
ACC-102940,Spain,Male,26,10,763,110934.57,1,1,1,22667.29,0,Low Risk
ACC-102941,Spain,Male,37,8,725,174743.61,1,1,0,90317.74,1,Medium Risk
ACC-102942,France,Male,36,3,726,0.0,2,0,0,162566.79,0,Low Risk
ACC-102943,Germany,Male,25,8,740,60951.32,1,1,0,79028.52,1,Medium Risk
ACC-102944,France,Male,43,4,705,102892.69,2,1,0,23431.82,0,Low Risk
ACC-102945,Germany,Female,29,6,642,136506.16,1,0,0,112962.77,0,Medium Risk
ACC-102946,France,Male,25,3,589,36268.37,1,0,1,83991.32,0,Low Risk
ACC-102947,Spain,Male,44,7,745,118378.58,2,0,1,101187.36,0,Low Risk
ACC-102948,Spain,Female,32,0,557,0.0,1,1,1,182595.22,0,Low Risk
ACC-102949,France,Female,18,8,694,46898.16,1,1,1,63477.05,0,Low Risk
ACC-102950,Spain,Male,29,5,485,145739.12,1,1,1,25376.7,0,Low Risk
ACC-102951,Spain,Male,27,5,601,0.0,2,0,1,,0,Low Risk
ACC-102952,France,Female,-40,6,725,0.0,2,0,1,40700.23,0,Low Risk
ACC-102953,Spain,Female,44,0,573,0.0,1,0,0,27243.74,0,Medium Risk
ACC-102954,France,Female,36,4,759,65028.64,1,1,0,108461.41,0,Low Risk
ACC-102955,Germany,Female,41,9,850,59509.57,2,0,1,105317.65,0,Low Risk
ACC-102956,France,Female,28,4,804,92266.72,1,1,0,100650.08,0,Low Risk
ACC-102957,France,Female,50,3,734,0.0,2,1,0,45201.57,0,Low Risk
ACC-102958,France,Female,56,0,635,55455.49,1,0,0,65552.53,1,Medium Risk
ACC-102959,Spain,Female,55,5,729,146282.85,1,0,1,52802.84,0,Medium Risk
ACC-102960,Germany,Female,40,0,726,119551.73,1,0,1,118250.64,0,Medium Risk
ACC-102961,Germany,Female,35,1,766,75393.58,2,1,1,60436.19,0,Low Risk
ACC-102962,Germany,Male,33,5,592,85277.0,2,1,1,133702.26,0,Low Risk
ACC-102963,Spain,Male,29,0,529,95109.77,1,0,0,103583.17,0,Medium Risk
ACC-102964,Spain,Male,41,8,626,189111.46,2,1,0,53400.32,1,Low Risk
ACC-102965,Germany,Male,40,10,638,165318.87,1,1,0,22769.71,0,Medium Risk
ACC-102966,France,Male,36,2,668,136597.04,2,1,0,168634.56,0,Low Risk
ACC-102967,France,Female,37,6,658,0.0,1,0,1,76371.6,0,Low Risk
ACC-102968,France,Male,26,3,637,176392.74,2,1,0,44899.59,0,Low Risk
ACC-102969,Spain,Male,24,4,840,44023.59,2,1,0,63052.76,0,Low Risk
ACC-102970,Germany,Female,40,9,694,186706.17,1,0,1,80283.02,0,Medium Risk
ACC-102971,GERMANY ,Male,34,0,715,83877.21,2,1,1,161134.49,0,Low Risk
ACC-102972,France,Male,25,10,549,55838.86,2,1,1,156511.57,0,Low Risk
ACC-102973,France,Female,38,4,563,160619.79,2,1,0,176554.38,0,Low Risk
ACC-102974,GERMANY ,Female,29,8,677,169706.08,2,0,0,142932.66,1,Medium Risk
ACC-102975,Spain,Female,39,4,596,64681.04,2,1,1,138006.1,0,Low Risk
ACC-102976,France,Female,51,4,557,40458.77,2,0,0,190744.58,1,Low Risk
ACC-102977,Spain,Female,18,5,646,0.0,2,1,1,25014.4,0,Low Risk
ACC-102978,France,Male,22,3,642,94910.69,1,1,1,111289.1,0,Low Risk
ACC-102979,France,Male,41,4,664,126049.61,2,1,0,,0,Low Risk
ACC-102980,Spain,Male,45,9,609,81309.27,1,1,1,147433.2,0,Low Risk
ACC-102981,Spain,Female,36,1,679,66142.96,2,1,1,24223.56,0,Low Risk
ACC-102982,Spain,Female,24,10,673,119413.31,1,1,0,108823.45,1,Medium Risk
ACC-102983,Germany,Male,53,7,607,153791.38,1,1,1,109224.74,0,Medium Risk
ACC-102984,Spain,Female,33,2,747,168528.51,1,1,0,62977.49,0,Medium Risk
ACC-102985,France,Female,34,6,595,51286.48,2,1,0,111720.36,1,Low Risk
ACC-102986,France,Female,42,5,693,156024.33,2,0,1,66414.56,0,Low Risk
ACC-102987,Spain,Male,40,2,597,0.0,1,1,0,151443.1,0,Low Risk
ACC-102988,Germany,Male,36,8,679,31559.29,3,1,1,141867.27,0,High Risk
ACC-102989,Spain,Female,33,9,767,71368.32,1,1,0,87304.68,0,Low Risk
ACC-102990,France,Male,34,4,687,60492.76,2,1,1,180999.31,0,Low Risk
ACC-102991,France,Male,55,1,688,156610.56,2,0,1,120709.39,0,Low Risk
ACC-102992,Germany,Female,40,1,693,35434.76,2,0,1,36427.56,0,Low Risk
ACC-102993,France,Female,42,0,607,154602.72,1,1,0,146968.88,1,Medium Risk
ACC-102994,Germany,Male,47,4,538,39752.51,2,1,0,182508.13,0,Medium Risk
ACC-102995,France,Female,20,8,613,132646.4,2,1,0,106686.43,0,Low Risk
ACC-102996,France,Female,25,7,605,174335.22,1,0,0,72697.44,0,Medium Risk
ACC-102997,France,Female,38,2,689,0.0,2,1,0,106442.02,0,Low Risk
ACC-102998,Germany,Male,33,9,641,120805.24,2,1,0,29778.54,0,Medium Risk
ACC-102999,Germany,Male,41,7,675,124325.98,2,0,0,101913.55,0,Medium Risk
ACC-103000,France,Female,42,6,553,89513.96,2,1,0,26225.92,0,Low Risk
ACC-103001,Spain,Female,47,7,664,146678.03,1,1,0,155121.8,0,Medium Risk
ACC-103002,GERMANY ,Male,23,0,680,26994.87,1,1,1,88899.13,0,Medium Risk
ACC-103003,France,Female,39,8,624,0.0,2,1,1,189078.0,0,Low Risk
ACC-103004,Spain,Male,25,8,674,0.0,1,1,1,82271.76,0,Low Risk
ACC-103005,Germany,Male,26,5,786,118738.9,2,1,1,191395.72,1,Low Risk
ACC-103006,Spain,Male,53,6,673,0.0,3,1,0,79279.75,1,High Risk
ACC-103007,Spain,Male,44,4,623,0.0,1,1,0,186905.67,0,Medium Risk
ACC-103008,France,Male,48,6,588,82065.19,2,1,1,106648.19,0,Low Risk
ACC-103009,France,Female,18,2,726,122583.8,1,1,1,60546.6,0,Low Risk
ACC-103010,Germany,Female,45,1,595,185221.91,1,1,0,47391.35,0,High Risk
ACC-103011,Germany,Male,28,8,761,170770.52,1,1,1,149903.7,0,Medium Risk
ACC-103012,France,Female,23,3,737,154059.5,2,1,0,110341.0,0,Low Risk
ACC-103013,Spain,Female,27,7,594,113677.75,2,1,0,109981.63,1,Low Risk
ACC-103014,France,Male,46,10,743,193266.21,1,1,1,88439.4,0,Low Risk
ACC-103015,Germany,Female,37,4,700,38726.57,2,0,1,61606.74,0,Low Risk
ACC-103016,France,Male,46,3,799,112133.99,2,1,0,117715.42,0,Low Risk
ACC-103017,Spain,Male,42,3,557,79633.6,1,1,0,176275.46,1,Medium Risk
ACC-103018,France,Male,49,10,587,68113.17,2,1,0,125895.8,0,Low Risk
ACC-103019,France,Male,57,0,629,0.0,2,1,1,189002.99,0,Low Risk
ACC-103020,France,Female,21,8,643,71346.88,2,0,1,165512.77,0,Low Risk
ACC-103021,France,Male,41,0,772,109492.82,1,1,0,91376.09,1,Medium Risk
ACC-103022,Spain,Male,30,10,660,0.0,2,1,0,66582.37,0,Low Risk
ACC-103023,France,Female,38,4,740,0.0,3,1,1,78410.75,0,Medium Risk
ACC-103024,France,Male,-36,5,657,92507.46,2,1,1,87772.81,0,Low Risk
ACC-103025,Spain,Male,35,8,662,33271.36,1,1,0,33634.42,0,Low Risk
ACC-103026,Germany,Female,-32,10,773,151372.64,2,1,0,35420.43,0,Medium Risk
ACC-103027,France,Female,41,2,685,63499.51,1,1,0,37157.03,1,Medium Risk
ACC-103028,Spain,Male,52,5,620,35130.26,1,1,0,64951.91,0,Medium Risk
ACC-103029,Germany,Female,38,6,699,92434.55,1,1,0,178825.12,0,Medium Risk
ACC-103030,France,Female,35,1,673,79255.91,1,0,0,48154.28,0,Medium Risk
ACC-103031,France,Female,46,8,513,47809.16,3,0,0,74411.16,0,High Risk
ACC-103032,Germany,Female,43,10,656,99479.06,2,1,0,,0,Medium Risk
ACC-103033,Germany,Female,33,7,614,98314.21,2,1,1,57614.93,0,Low Risk
ACC-103034,France,Male,41,10,571,80085.58,1,1,0,144633.72,1,Medium Risk
ACC-103035,France,Male,51,6,579,177288.16,3,1,1,109514.16,1,High Risk
ACC-103036,Germany,Male,60,9,706,55493.34,2,0,1,117568.96,0,Low Risk
ACC-103037,Germany,Male,41,9,646,104154.52,1,1,0,63687.73,1,High Risk
ACC-103038,Spain,Male,45,8,642,0.0,2,1,1,149648.31,0,Low Risk
ACC-103039,France,Female,21,9,634,88984.78,1,1,1,48738.32,0,Low Risk
ACC-103040,Spain,Male,45,10,735,81023.17,2,0,0,75520.05,1,Low Risk
ACC-103041,Germany,Female,35,0,850,129827.09,2,1,0,142987.99,1,Medium Risk
ACC-103042,Spain,Female,-39,2,711,28221.45,1,1,1,132117.76,0,Low Risk
ACC-103043,France,Male,37,5,754,0.0,1,1,0,172127.45,0,Low Risk
ACC-103044,Germany,Male,43,3,549,172766.23,1,0,1,58175.34,1,Medium Risk
ACC-103045,Spain,Male,29,2,643,40207.66,2,0,0,194252.33,0,Low Risk
ACC-103046,Spain,Male,48,9,580,32238.81,1,1,1,144688.85,0,Low Risk
ACC-103047,Germany,Female,21,5,658,37095.59,1,0,0,183502.74,0,Medium Risk
ACC-103048,France,Male,42,2,835,0.0,2,1,1,39874.05,0,Low Risk
ACC-103049,Spain,Female,20,0,544,0.0,1,1,0,106104.41,1,Medium Risk
ACC-103050,France,Female,58,4,480,191255.7,2,0,1,51160.3,0,Low Risk
ACC-103051,France,Female,39,8,803,0.0,2,1,1,61167.35,0,Low Risk
ACC-103052,France,Male,28,8,641,139041.84,1,1,0,111701.15,0,Medium Risk
ACC-103053,Germany,Female,25,4,652,39787.12,2,1,1,,0,Low Risk
ACC-103054,France,Male,51,4,597,29465.23,4,1,0,115243.99,1,High Risk
ACC-103055,Germany,Female,26,8,651,67684.9,2,1,0,129983.75,0,Low Risk
ACC-103056,Spain,Male,41,9,715,0.0,1,0,1,61535.09,0,Low Risk
ACC-103057,Spain,Female,18,4,671,0.0,2,1,1,84759.35,0,Low Risk
ACC-103058,Germany,Female,33,6,658,33064.75,2,1,0,97580.74,0,Low Risk
ACC-103059,Spain,Male,-29,8,578,156642.27,2,0,1,114990.12,0,Low Risk
ACC-103060,Spain,Male,19,0,823,97027.35,1,0,1,46707.75,1,Low Risk
ACC-103061,France,Male,49,4,697,77670.38,1,1,0,48293.51,0,Medium Risk
ACC-103062,France,Male,31,10,620,45263.22,2,1,1,,1,Low Risk
ACC-103063,France,Male,52,5,563,45099.26,1,1,1,100933.67,0,Low Risk
ACC-103064,SPAIN ,Female,70,3,710,0.0,1,1,0,64889.61,0,Medium Risk
ACC-103065,Spain,Male,40,5,762,0.0,1,1,1,82148.92,0,Low Risk
ACC-103066,France,Male,31,10,595,0.0,2,1,1,32266.58,0,Low Risk
ACC-103067,Spain,Female,29,3,767,0.0,2,1,1,186544.87,0,Low Risk
ACC-103068,Spain,Female,47,4,558,65627.72,2,0,1,38792.44,0,Low Risk
ACC-103069,France,Male,42,6,568,47896.1,1,1,1,97770.97,0,Low Risk
ACC-103070,Spain,Male,38,4,600,165262.81,1,0,0,94498.33,0,Medium Risk
ACC-103071,Spain,Male,32,3,777,48693.12,1,1,1,170125.34,0,Low Risk
ACC-103072,France,Male,26,7,714,40736.48,3,1,1,43796.9,1,Medium Risk
ACC-103073,FRANCE ,Female,37,10,733,172387.31,2,1,1,104349.87,0,Low Risk
ACC-103074,Germany,Female,38,2,665,80325.1,1,0,0,128996.63,0,Medium Risk
ACC-103075,Spain,Male,46,3,758,0.0,1,0,0,169542.65,0,Medium Risk
ACC-103076,France,Female,35,4,511,86195.9,4,0,0,133899.15,1,High Risk
ACC-103077,France,Female,41,4,647,167805.88,1,1,0,152084.96,0,Medium Risk
ACC-103078,France,Female,51,2,677,121621.37,2,1,1,36601.43,0,Low Risk
ACC-103079,Germany,Male,30,1,773,64137.27,2,1,1,194529.69,0,Low Risk
ACC-103080,FRANCE ,Male,18,9,445,46476.59,1,1,1,56762.51,0,Low Risk
ACC-103081,France,Male,51,4,579,45044.28,1,0,0,107407.98,1,Medium Risk
ACC-103082,France,Female,44,2,708,74751.37,2,0,1,192129.67,0,Low Risk
ACC-103083,Germany,Female,45,2,762,119069.07,2,1,0,124088.24,1,Medium Risk
ACC-103084,Spain,Male,35,4,559,0.0,3,1,0,43840.72,1,High Risk
ACC-103085,Spain,Female,40,10,565,62036.84,1,0,1,88485.64,0,Low Risk
ACC-103086,Germany,Female,48,0,587,106705.39,2,1,0,194433.4,0,Medium Risk
ACC-103087,France,Male,31,0,571,125742.0,2,0,1,183608.79,0,Low Risk
ACC-103088,Germany,Male,48,8,729,109030.21,2,1,0,111500.3,1,Medium Risk
ACC-103089,Germany,Male,49,10,805,40164.9,2,1,0,193393.87,0,Medium Risk
ACC-103090,Germany,Female,54,4,617,114583.83,2,1,0,90002.15,0,Medium Risk
ACC-103091,Spain,Male,35,3,586,0.0,1,1,1,135598.6,0,Low Risk
ACC-103092,Spain,Male,49,10,623,72616.48,1,1,0,95412.99,0,Medium Risk
ACC-103093,Germany,Female,45,3,695,69298.45,1,1,0,38413.79,1,Medium Risk
ACC-103094,France,Male,46,0,694,26331.15,2,0,0,129138.48,0,Low Risk
ACC-103095,Spain,Male,-36,9,584,0.0,1,0,1,137580.08,0,Low Risk
ACC-103096,Spain,Female,35,6,618,0.0,2,1,1,166501.66,0,Low Risk
ACC-103097,Spain,Female,42,9,640,128242.19,1,0,0,66717.81,1,Medium Risk
ACC-103098,France,Male,24,3,719,56242.59,1,1,1,97827.49,0,Low Risk
ACC-103099,France,Female,36,10,578,125702.16,2,1,1,45170.88,0,Low Risk
ACC-103100,Spain,Female,39,6,623,190141.12,2,0,0,186623.0,0,Low Risk
ACC-103101,Spain,Male,33,7,702,70536.5,1,1,1,113923.43,0,Low Risk
ACC-103102,Spain,Male,50,9,561,85821.63,1,1,0,30885.24,0,Medium Risk
ACC-103103,France,Male,37,4,691,91734.88,2,0,1,182585.54,0,Low Risk
ACC-103104,Germany,Female,51,8,681,27004.24,1,1,1,175323.3,0,Medium Risk
ACC-103105,France,Male,41,7,563,140785.26,2,0,1,,0,Low Risk
ACC-103106,France,Female,29,6,399,0.0,2,1,0,42899.88,0,Low Risk
ACC-103107,Spain,Female,39,3,769,124530.67,1,0,1,143329.71,0,Low Risk
ACC-103108,France,Female,52,7,759,0.0,2,1,1,169082.41,0,Low Risk
ACC-103109,Germany,Female,26,9,776,54027.01,2,1,1,100479.35,0,Low Risk
ACC-103110,Germany,Female,29,10,666,125632.81,1,0,0,187775.57,1,Medium Risk
ACC-103111,France,Male,25,10,741,77219.92,1,1,0,99890.12,0,Low Risk
ACC-103112,France,Female,47,0,619,183847.68,2,1,0,94532.18,0,Low Risk
ACC-103113,Germany,Male,38,1,658,164742.81,1,1,1,59260.42,1,Medium Risk
ACC-103114,Spain,Male,35,9,680,34158.03,2,1,1,47781.65,0,Low Risk
ACC-103115,Spain,Male,44,10,608,70299.71,2,1,1,51573.43,0,Low Risk
ACC-103116,Spain,Male,64,10,756,45485.79,2,1,0,95096.07,0,Low Risk
ACC-103117,France,Male,45,8,709,136624.03,2,0,1,150714.02,0,Low Risk
ACC-103118,France,Male,23,6,572,133071.69,2,1,1,121378.08,0,Low Risk
ACC-103119,Spain,Male,45,6,741,67591.09,1,0,1,159694.68,0,Low Risk
ACC-103120,France,Female,44,1,850,91696.25,2,1,0,28658.86,0,Low Risk
ACC-103121,France,Female,31,4,834,0.0,2,1,1,156292.73,0,Low Risk
ACC-103122,France,Male,20,8,806,192346.32,2,1,1,155199.15,0,Low Risk
ACC-103123,France,Male,46,10,703,0.0,2,1,0,102032.73,1,Low Risk
ACC-103124,France,Male,34,4,500,0.0,3,0,0,120816.96,1,High Risk
ACC-103125,France,Female,48,4,820,103808.19,2,1,1,82666.72,0,Low Risk
ACC-103126,France,Female,22,5,639,0.0,2,1,0,105359.82,0,Low Risk
ACC-103127,France,Male,36,3,615,0.0,1,1,0,120858.44,0,Low Risk
ACC-103128,France,Male,56,7,648,0.0,2,1,0,117351.62,0,Low Risk
ACC-103129,France,Male,35,6,602,33994.12,2,1,1,105282.51,0,Low Risk
ACC-103130,Germany,Male,21,3,594,27142.19,2,1,1,181806.48,0,Low Risk
ACC-103131,GERMANY ,Male,40,4,682,140043.18,1,1,1,184860.4,0,Medium Risk
ACC-103132,Germany,Male,19,10,670,180988.05,2,1,1,162561.39,0,Low Risk
ACC-103133,France,Male,21,8,734,0.0,2,1,0,160869.49,0,Low Risk
ACC-103134,Germany,Male,42,9,609,89094.22,2,0,0,69435.19,0,Medium Risk
ACC-103135,France,Female,35,6,735,142555.55,1,1,1,93430.83,0,Low Risk
ACC-103136,Spain,Female,45,5,711,175491.26,2,1,0,86013.21,0,Low Risk
ACC-103137,France,Male,43,4,724,163414.69,2,1,1,73987.48,0,Low Risk
ACC-103138,France,Male,34,0,510,66657.41,1,1,0,164695.09,1,Medium Risk
ACC-103139,Germany,Male,-27,4,720,165370.44,2,1,0,83018.58,1,Medium Risk
ACC-103140,Spain,Male,26,5,523,147527.14,1,1,0,80023.0,1,Medium Risk
ACC-103141,Spain,Male,36,9,547,51154.17,2,0,0,186753.04,0,Low Risk
ACC-103142,Spain,Female,33,6,762,0.0,2,1,1,99392.92,0,Low Risk
ACC-103143,Germany,Female,37,9,731,39706.8,1,1,1,76260.25,0,Low Risk
ACC-103144,France,Male,51,6,551,170147.45,2,1,1,183943.7,0,Low Risk
ACC-103145,Spain,Female,39,2,850,107530.69,1,1,1,183537.6,1,Low Risk
ACC-103146,Spain,Female,38,3,677,0.0,1,0,0,169502.07,0,Low Risk
ACC-103147,France,Male,40,4,613,0.0,2,0,1,127294.02,0,Low Risk
ACC-103148,France,Female,38,10,664,75440.2,1,1,0,29979.37,0,Low Risk
ACC-103149,France,Male,48,2,579,87181.34,2,1,0,165887.11,0,Low Risk
ACC-103150,Spain,Male,37,8,775,83972.44,1,1,1,145223.94,0,Low Risk
ACC-103151,France,Male,22,8,668,80385.4,1,1,0,43279.65,0,Low Risk
ACC-103152,France,Male,50,1,539,192998.6,1,0,1,187681.22,1,Medium Risk
ACC-103153,France,Female,25,1,579,174486.87,1,0,0,131992.82,0,Medium Risk
ACC-103154,Spain,Female,44,6,636,0.0,2,1,1,33554.27,0,Low Risk
ACC-103155,France,Male,57,10,688,69325.12,1,1,0,132760.55,1,Medium Risk
ACC-103156,France,Female,42,9,627,43649.48,1,1,1,137462.9,1,Low Risk
ACC-103157,France,Female,46,7,700,149936.34,2,1,0,141091.2,0,Low Risk
ACC-103158,Spain,Male,36,7,573,49730.42,1,0,0,149775.8,0,Low Risk
ACC-103159,Germany,Female,45,4,522,161440.78,2,1,1,173512.73,0,Low Risk
ACC-103160,France,Male,29,4,746,168564.59,2,1,0,39016.21,0,Low Risk
ACC-103161,Spain,Female,44,6,746,88863.99,2,0,0,115039.09,0,Low Risk
ACC-103162,France,Male,49,1,670,34825.44,1,1,0,26603.14,1,Medium Risk
ACC-103163,Germany,Male,31,4,704,78684.67,1,1,0,170508.75,0,Medium Risk
ACC-103164,Germany,Male,65,2,512,50501.91,2,0,1,141880.0,0,Low Risk
ACC-103165,France,Male,27,5,524,40875.9,1,1,0,187188.22,1,Low Risk
ACC-103166,Spain,Male,49,7,583,0.0,1,1,0,179807.71,0,Medium Risk
ACC-103167,France,Female,18,7,679,0.0,1,1,1,57881.3,0,Low Risk
ACC-103168,France,Male,38,2,747,32788.88,1,0,0,49556.67,1,Low Risk
ACC-103169,France,Male,35,3,776,46897.04,1,0,1,180540.15,1,Low Risk
ACC-103170,Germany,Female,45,3,744,61071.28,1,1,1,117754.75,1,Medium Risk
ACC-103171,Spain,Male,27,10,665,0.0,2,1,0,27807.55,0,Low Risk
ACC-103172,Germany,Female,24,6,725,62377.06,1,0,0,112831.23,0,Medium Risk
ACC-103173,Germany,Female,29,1,604,81428.44,2,1,1,71085.19,0,Low Risk
ACC-103174,France,Male,69,6,767,106714.9,2,0,1,34165.77,0,Low Risk
ACC-103175,Spain,Male,48,4,621,86023.58,1,1,1,94990.78,1,Low Risk
ACC-103176,Germany,Female,34,4,613,55258.43,1,1,1,146625.0,1,Low Risk
ACC-103177,Spain,Male,34,1,513,0.0,1,1,1,35348.22,0,Low Risk
ACC-103178,France,Female,52,2,520,149259.31,1,1,1,99696.32,0,Medium Risk
ACC-103179,France,Female,35,2,772,168422.95,1,0,1,42743.55,1,Low Risk
ACC-103180,France,Female,18,10,610,108807.4,1,1,0,160818.22,0,Medium Risk
ACC-103181,Spain,Male,34,10,651,0.0,2,1,1,58923.13,0,Low Risk
ACC-103182,France,Male,31,6,702,131652.67,1,1,0,33207.52,0,Medium Risk
ACC-103183,France,Female,26,5,689,185432.79,1,1,1,82977.69,0,Low Risk
ACC-103184,Germany,Male,28,4,655,30442.48,2,1,1,,0,Low Risk
ACC-103185,France,Male,40,7,678,71773.19,2,0,0,53446.82,0,Low Risk
ACC-103186,France,Male,-37,1,725,159324.72,2,0,0,137335.54,0,Low Risk
ACC-103187,France,Male,40,9,536,137776.08,1,1,1,72820.7,0,Low Risk
ACC-103188,France,Female,49,4,620,57705.26,2,0,0,135831.83,1,Low Risk
ACC-103189,Spain,Female,49,1,646,0.0,1,0,0,68554.28,1,Medium Risk
ACC-103190,Spain,Female,42,6,614,66790.66,2,0,1,42196.06,0,Low Risk
ACC-103191,Germany,Male,47,6,807,37397.74,1,1,1,125963.08,0,Medium Risk
ACC-103192,France,Male,43,9,533,111989.51,2,1,0,187192.97,0,Low Risk
ACC-103193,Spain,Male,40,3,703,165653.39,1,0,1,112041.59,0,Low Risk
ACC-103194,France,Female,48,10,839,82427.32,1,1,0,178236.13,1,Medium Risk
ACC-103195,France,Female,40,8,667,112352.5,1,0,1,97968.6,0,Low Risk
ACC-103196,Germany,Female,39,6,466,177332.81,1,1,0,53176.44,0,Medium Risk
ACC-103197,Spain,Female,22,1,624,100292.51,2,1,1,129650.75,0,Low Risk
ACC-103198,Spain,Male,31,5,736,143954.12,2,1,1,164751.84,1,Low Risk
ACC-103199,Germany,Male,29,8,557,162022.01,2,1,0,187506.53,0,Medium Risk
ACC-103200,France,Female,32,2,559,0.0,2,1,0,193445.79,0,Low Risk
ACC-103201,Spain,Male,31,8,564,58360.08,1,1,0,,0,Low Risk
ACC-103202,France,Male,35,3,676,143128.73,1,1,0,134003.75,1,Medium Risk
ACC-103203,Germany,Male,34,7,709,124117.9,1,1,1,59090.11,0,Medium Risk
ACC-103204,Germany,Male,34,1,648,149836.07,2,1,0,136326.69,1,Medium Risk
ACC-103205,France,Male,43,8,795,0.0,2,1,1,59669.99,0,Low Risk
ACC-103206,Germany,Female,47,1,719,42214.65,1,0,0,186791.07,1,High Risk
ACC-103207,Spain,Female,51,7,584,53962.78,2,1,0,136909.0,0,Low Risk
ACC-103208,France,Female,41,10,850,0.0,2,0,1,81040.79,0,Low Risk
ACC-103209,Germany,Female,-50,4,640,132114.43,1,1,0,93464.37,1,High Risk
ACC-103210,France,Male,29,6,643,105185.76,1,1,0,72115.39,0,Medium Risk
ACC-103211,Germany,Male,48,9,599,41830.87,1,0,0,180705.29,0,Medium Risk
ACC-103212,France,Female,38,9,625,177114.3,2,0,1,189695.68,1,Low Risk
ACC-103213,France,Female,46,7,562,0.0,1,0,0,92370.42,1,Medium Risk
ACC-103214,Germany,Female,26,8,560,145935.27,2,1,1,38731.8,0,Low Risk
ACC-103215,France,Male,37,0,807,146860.6,2,1,0,134616.11,0,Low Risk
ACC-103216,Germany,Male,47,8,670,180539.83,2,0,1,145463.67,1,Low Risk
ACC-103217,France,Male,21,3,693,150648.02,2,1,1,106094.77,0,Low Risk
ACC-103218,Spain,Male,44,5,696,0.0,2,0,1,39480.7,0,Low Risk
ACC-103219,Spain,Male,48,10,436,0.0,1,1,1,73144.03,0,Low Risk
ACC-103220,France,Female,37,9,671,81570.22,3,1,0,125986.91,1,High Risk
ACC-103221,Spain,Male,23,4,613,32118.91,2,1,0,143964.9,0,Low Risk
ACC-103222,France,Male,52,6,670,180694.58,2,1,1,94425.58,0,Low Risk
ACC-103223,France,Male,25,3,643,90730.78,1,0,1,41902.7,0,Low Risk
ACC-103224,France,Male,37,7,764,58732.77,1,0,1,46912.51,0,Low Risk
ACC-103225,Spain,Male,63,3,559,89038.12,1,1,1,52919.84,0,Low Risk
ACC-103226,France,Female,26,4,506,0.0,2,1,1,34471.43,0,Low Risk
ACC-103227,Germany,Male,46,10,570,86530.66,1,0,1,194119.01,1,Medium Risk
ACC-103228,France,Female,36,2,736,136726.09,2,1,1,82831.81,0,Low Risk
ACC-103229,France,Female,26,7,528,90897.21,2,0,1,24027.63,0,Low Risk
