lead_id,lead_date,campaign_id,campaign_name,marketing_channel,target_segment,funnel_stage,is_mql,is_sql,is_opportunity,is_customer,deal_value_usd,days_to_close
LEAD-20246009,2025-11-27,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,6
LEAD-20246010,2025-07-16,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,28
LEAD-20246011,2024-07-07,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,11
LEAD-20246012,2024-09-18,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,36
LEAD-20246013,2025-05-17,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20246014,2024-01-27,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246015,2025-05-02,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,71
LEAD-20246016,2025-03-04,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20246017,2025-03-13,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246018,2025-10-02,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20246019,2025-05-03,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Opportunity,1,1,1,0,0.0,49
LEAD-20246020,2024-10-16,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Opportunity,1,1,1,0,0.0,63
LEAD-20246021,2025-10-24,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,45
LEAD-20246022,2024-05-16,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,6
LEAD-20246023,2024-04-26,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20246024,2024-01-11,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,19
LEAD-20246025,2024-09-25,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20246026,2024-12-16,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Sales Qualified Lead,1,1,0,0,0.0,26
LEAD-20246027,2025-03-09,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,19
LEAD-20246028,2025-01-03,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246029,2025-07-05,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Opportunity,1,1,1,0,0.0,39
LEAD-20246030,2024-06-04,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,19
LEAD-20246031,2025-12-10,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20246032,2025-05-29,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246033,2025-06-20,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246034,2024-04-17,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Closed Won,1,1,1,1,13905.4,91
LEAD-20246035,2025-05-21,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246036,2025-08-14,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20246037,2025-11-10,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246038,2024-02-14,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246039,2025-09-06,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246040,2024-02-22,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20246041,2025-12-11,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20246042,2025-10-07,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20246043,2025-04-16,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,25
LEAD-20246044,2025-11-29,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246045,2024-03-21,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246046,2024-03-10,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246047,2025-02-07,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20246048,2025-10-06,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20246049,2025-11-21,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20246050,2025-07-27,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20246051,2025-04-28,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246052,2025-10-06,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246053,2024-06-09,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246054,2025-06-17,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Sales Qualified Lead,1,1,0,0,0.0,20
LEAD-20246055,2024-01-01,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246056,2024-09-27,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20246057,2025-12-15,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246058,2025-11-05,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246059,2024-07-16,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246060,2024-08-24,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20246061,2024-03-27,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246062,2025-07-20,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20246063,2025-02-01,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,13
LEAD-20246064,2024-10-04,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246065,2024-11-28,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246066,2025-07-11,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246067,2025-02-11,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20246068,2024-01-06,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246069,2025-10-06,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20246070,2024-11-19,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Opportunity,1,1,1,0,0.0,29
LEAD-20246071,2024-05-22,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,26
LEAD-20246072,2025-06-23,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246073,2025-05-30,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20246074,2024-01-24,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246075,2025-07-20,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,38
LEAD-20246076,2024-02-18,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20246077,2025-09-08,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,6
LEAD-20246078,2024-11-09,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Closed Won,1,1,1,1,4948.39,105
LEAD-20246079,2025-10-31,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20246080,2025-05-12,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246081,2025-07-22,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,29
LEAD-20246082,2025-11-20,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,54
LEAD-20246083,2025-03-02,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246084,2024-09-24,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246085,2025-12-15,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246086,2025-08-30,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246087,2025-11-21,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20246088,2024-11-27,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,40
LEAD-20246089,2025-01-23,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20246090,2024-09-29,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20246091,2024-11-11,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246092,2025-10-02,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20246093,2024-06-09,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246094,2024-08-12,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246095,2024-03-13,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246096,2024-03-26,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,4
LEAD-20246097,2024-03-12,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20246098,2024-11-17,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,16
LEAD-20246099,2025-11-26,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20246100,2024-01-11,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246101,2025-04-03,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246102,2024-12-05,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Sales Qualified Lead,1,1,0,0,0.0,10
LEAD-20246103,2024-07-04,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246104,2024-04-18,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,17
LEAD-20246105,2024-09-05,CMP-09,Customer Reactivation Drip,Email Marketing,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246106,2025-09-26,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Sales Qualified Lead,1,1,0,0,0.0,32
LEAD-20246107,2025-06-06,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246108,2024-10-27,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20246109,2024-01-28,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20246110,2024-07-05,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Closed Won,1,1,1,1,7490.78,115
LEAD-20246111,2025-07-30,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246112,2024-03-25,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246113,2024-02-06,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,18
LEAD-20246114,2025-10-16,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20246115,2024-02-21,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20246116,2024-01-01,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246117,2024-09-09,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,6
LEAD-20246118,2025-11-18,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,15
LEAD-20246119,2024-08-17,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20246120,2025-05-13,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246121,2024-12-05,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Sales Qualified Lead,1,1,0,0,0.0,42
LEAD-20246122,2025-11-10,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,7
LEAD-20246123,2025-09-30,CMP-03,SaaS Growth Nurture Series,Email Marketing,Enterprise,Opportunity,1,1,1,0,0.0,35
LEAD-20246124,2024-12-12,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246125,2025-10-07,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,26
LEAD-20246126,2025-12-01,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,11
LEAD-20246127,2025-07-20,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Opportunity,1,1,1,0,0.0,26
LEAD-20246128,2025-03-22,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20246129,2024-01-11,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,36
LEAD-20246130,2024-06-25,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246131,2025-02-23,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20246132,2024-05-13,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246133,2024-04-10,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20246134,2025-12-04,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,19
LEAD-20246135,2024-11-11,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,22
LEAD-20246136,2025-07-11,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,5
LEAD-20246137,2024-06-03,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20246138,2024-10-31,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,13
LEAD-20246139,2024-09-28,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,15
LEAD-20246140,2024-06-27,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20246141,2025-06-01,CMP-02,Enterprise Search Dominance,Google Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20246142,2024-09-16,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20246143,2024-04-29,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20246144,2024-01-30,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,15
LEAD-20246145,2025-07-27,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246146,2025-02-07,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246147,2025-02-08,CMP-03,SaaS Growth Nurture Series,Email Marketing,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246148,2024-02-11,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246149,2025-06-05,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Closed Won,1,1,1,1,6204.06,36
LEAD-20246150,2025-01-12,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20246151,2024-06-08,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,6
LEAD-20246152,2024-09-08,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20246153,2024-01-07,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246154,2024-06-09,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246155,2025-11-23,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,16
LEAD-20246156,2025-01-23,CMP-08,High-Intent Keyword Capture,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,38
LEAD-20246157,2025-09-15,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Marketing Qualified Lead,1,0,0,0,0.0,12
LEAD-20246158,2024-03-24,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Closed Won,1,1,1,1,5066.13,55
LEAD-20246159,2024-08-23,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Sales Qualified Lead,1,1,0,0,0.0,14
LEAD-20246160,2024-10-06,CMP-08,High-Intent Keyword Capture,Google Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246161,2025-02-20,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246162,2024-04-12,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246163,2025-08-24,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246164,2025-09-30,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),SMB,Marketing Qualified Lead,1,0,0,0,0.0,16
LEAD-20246165,2025-06-15,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20246166,2025-08-12,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Sales Qualified Lead,1,1,0,0,0.0,17
LEAD-20246167,2024-07-20,CMP-09,Customer Reactivation Drip,Email Marketing,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,13
LEAD-20246168,2024-08-21,CMP-04,Thought Leadership Whitepaper,Organic Search (SEO),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,25
LEAD-20246169,2025-10-17,CMP-02,Enterprise Search Dominance,Google Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246170,2024-07-30,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,6
LEAD-20246171,2025-11-28,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246172,2025-10-15,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246173,2025-02-01,CMP-06,Creator Industry Endorsement,Influencer Partnerships,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,14
LEAD-20246174,2024-11-02,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Marketing Qualified Lead,1,0,0,0,0.0,9
LEAD-20246175,2024-08-25,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246176,2025-04-06,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,42
LEAD-20246177,2025-11-14,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246178,2025-06-09,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246179,2024-05-20,CMP-02,Enterprise Search Dominance,Google Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,20
LEAD-20246180,2025-07-17,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246181,2024-08-04,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Opportunity,1,1,1,0,0.0,72
LEAD-20246182,2025-08-29,CMP-08,High-Intent Keyword Capture,Google Ads,Enterprise,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246183,2024-06-05,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,8
LEAD-20246184,2025-05-15,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,Mid-Market,Marketing Qualified Lead,1,0,0,0,0.0,10
LEAD-20246185,2024-11-13,CMP-06,Creator Industry Endorsement,Influencer Partnerships,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246186,2024-12-25,CMP-01,Q1 Product Launch Summit,LinkedIn Ads,Enterprise,Opportunity,1,1,1,0,0.0,41
LEAD-20246187,2024-01-20,CMP-05,Retargeting & Social Boost,Meta (Facebook/IG),SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246188,2025-01-01,CMP-02,Enterprise Search Dominance,Google Ads,Enterprise,Sales Qualified Lead,1,1,0,0,0.0,45
LEAD-20246189,2024-12-09,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,3
LEAD-20246190,2025-01-17,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Sales Qualified Lead,1,1,0,0,0.0,33
LEAD-20246191,2024-06-07,CMP-03,SaaS Growth Nurture Series,Email Marketing,SMB,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246192,2024-06-27,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),SMB,Sales Qualified Lead,1,1,0,0,0.0,23
LEAD-20246193,2024-04-20,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Enterprise,Marketing Qualified Lead,1,0,0,0,0.0,15
LEAD-20246194,2025-11-28,CMP-07,Mid-Market Webinar Series,LinkedIn Ads,SMB,Marketing Qualified Lead,1,0,0,0,0.0,19
LEAD-20246195,2025-03-13,CMP-10,Summer Tech Brand Campaign,Meta (Facebook/IG),Mid-Market,Lead Inbound,0,0,0,0,0.0,0
LEAD-20246196,2025-05-25,CMP-09,Customer Reactivation Drip,Email Marketing,SMB,Marketing Qualified Lead,1,0,0,0,0.0,10
