shipment_id,order_date,supplier_id,supplier_name,supplier_tier,warehouse_id,origin_warehouse,carrier_name,weight_kg,shipping_cost_usd,scheduled_delivery_date,actual_delivery_date,delivery_delay_days,delivery_status,on_time_flag,damage_flag
SHP-20242553,2025-03-22,SUP-08,Indus Logistics Fab,Tier 3,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,332.72,274.13,2025-03-28,2025-03-31,3,Delayed,0,0
SHP-20242554,2025-12-15,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,113.61,136.62,2025-12-20,2025-12-20,0,On-Time,1,0
SHP-20242555,2025-05-16,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,674.44,464.47,2025-05-21,2025-05-23,2,Delayed,0,0
SHP-20242556,2025-01-27,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Express Air Freight,441.62,901.85,2025-01-29,2025-02-01,3,Delayed,0,0
SHP-20242557,2025-10-16,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,837.21,632.94,2025-10-21,2025-10-21,0,On-Time,1,0
SHP-20242558,2025-09-03,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Express Air Freight,785.09,1534.71,2025-09-07,2025-09-08,1,Delayed,0,0
SHP-20242559,2025-01-12,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,195.6,309.67,2025-01-14,2025-01-14,0,on-time  ,1,1
SHP-20242560,2024-09-04,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,783.53,1517.26,2024-09-10,2024-09-16,6,Delayed,0,0
SHP-20242561,2024-10-28,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,210.44,274.66,2024-11-03,2024-11-03,0,On-Time,1,0
SHP-20242562,2024-10-01,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,433.65,525.22,2024-10-05,2024-10-05,0,on-time  ,1,0
SHP-20242563,2024-11-21,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,615.67,759.92,2024-11-26,2024-12-02,6,Delayed,0,1
SHP-20242564,2024-12-01,SUP-02,Bharat Heavy Forgings,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,105.74,154.35,2024-12-05,2024-12-05,0,On-Time,1,0
SHP-20242565,2024-02-07,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,582.42,701.77,2024-02-09,2024-02-09,0,On-Time,1,0
SHP-20242566,2024-05-20,SUP-06,Global Polymer Solutions,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,195.39,161.81,2024-05-22,2024-05-22,0,On-Time,1,0
SHP-20242567,2025-08-16,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,753.99,527.05,2025-08-20,2025-08-20,0,On-Time,1,0
SHP-20242568,2024-06-28,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,114.33,156.05,2024-06-30,2024-06-30,0,On-Time,1,0
SHP-20242569,2025-02-18,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,570.41,428.57,2025-02-23,2025-02-23,0,On-Time,1,0
SHP-20242570,2025-03-22,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,628.88,449.07,2025-03-24,2025-03-27,3,Delayed,0,1
SHP-20242571,2024-02-23,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,438.38,361.25,2024-02-27,2024-02-27,0,On-Time,1,0
SHP-20242572,2025-04-23,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,837.9,962.42,2025-04-25,2025-04-25,0,On-Time,1,0
SHP-20242573,2025-05-31,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,773.46,566.05,2025-06-02,2025-06-02,0,On-Time,1,0
SHP-20242574,2025-11-21,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,796.84,945.03,2025-11-25,2025-11-25,0,On-Time,1,0
SHP-20242575,2024-03-29,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,523.13,1009.01,2024-04-04,2024-04-06,2,Delayed,0,0
SHP-20242576,2024-10-08,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,431.3,337.4,2024-10-11,2024-10-12,1,Delayed,0,0
SHP-20242577,2025-08-29,SUP-08,Indus Logistics Fab,Tier 3,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,97.95,134.78,2025-09-01,2025-09-05,4,Delayed,0,0
SHP-20242578,2024-04-01,SUP-06,Global Polymer Solutions,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,401.18,816.79,2024-04-04,2024-04-04,0,On-Time,1,0
SHP-20242579,2025-10-15,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,814.52,587.05,2025-10-18,2025-10-19,1,Delayed,0,0
SHP-20242580,2024-04-21,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Express Air Freight,15.89,102.76,2024-04-25,2024-04-26,1,Delayed,0,0
SHP-20242581,2024-11-09,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Express Air Freight,284.56,619.64,2024-11-11,2024-11-16,5,Delayed,0,0
SHP-20242582,2025-06-09,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,194.35,414.65,2025-06-12,2025-06-17,5,Delayed,0,0
SHP-20242583,2025-11-04,SUP-01,Apex Precision Components,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,619.67,1227.64,2025-11-06,2025-11-06,0,on-time  ,1,0
SHP-20242584,2025-12-21,SUP-04,Evergreen Raw Materials,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,789.76,959.77,2025-12-26,2025-12-26,0,On-Time,1,1
SHP-20242585,2024-04-26,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,564.03,457.54,2024-04-30,2024-05-05,5,Delayed,0,0
SHP-20242586,2025-01-01,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,118.12,244.9,2025-01-03,2025-01-05,2,Delayed,0,0
SHP-20242587,2024-01-16,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Regional Truckload,823.81,569.4,2024-01-18,2024-01-19,1,Delayed,0,0
SHP-20242588,2025-10-11,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,354.67,318.69,2025-10-13,2025-10-17,4,Delayed,0,0
SHP-20242589,2025-05-03,SUP-06,Global Polymer Solutions,Tier 2,WH-BLR-03,South Central (Bengaluru),Express Air Freight,744.45,1419.92,2025-05-06,2025-05-10,4,Delayed,0,0
SHP-20242590,2024-04-28,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,464.88,889.67,2024-05-02,2024-05-03,1,Delayed,0,0
SHP-20242591,2024-02-20,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,439.67,841.27,2024-02-24,2024-02-27,3,Delayed,0,0
SHP-20242592,2024-04-19,SUP-05,Falcon Fasteners Corp,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,803.75,611.62,2024-04-23,2024-04-24,1,Delayed,0,0
SHP-20242593,2025-06-07,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,115.03,157.18,2025-06-11,2025-06-12,1,Delayed,0,0
SHP-20242594,2025-05-28,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,22.25,39.71,2025-06-03,2025-06-04,1,Delayed,0,0
SHP-20242595,2024-08-19,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,349.57,304.47,2024-08-21,2024-08-22,1,Delayed,0,1
SHP-20242596,2024-01-21,SUP-04,Evergreen Raw Materials,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,604.86,746.41,2024-01-23,2024-01-23,0,On-Time,1,0
SHP-20242597,2024-10-08,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,452.87,589.72,2024-10-14,2024-10-15,1,Delayed,0,0
SHP-20242598,2024-08-22,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,245.49,543.85,2024-08-25,2024-08-30,5,Delayed,0,0
SHP-20242599,2025-10-18,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Express Air Freight,709.97,1393.28,2025-10-24,2025-10-27,3,Delayed,0,0
SHP-20242600,2025-08-15,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,676.68,796.81,2025-08-19,2025-08-20,1,Delayed,0,0
SHP-20242601,2025-08-07,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Express Air Freight,479.67,926.68,2025-08-11,2025-08-11,0,On-Time,1,0
SHP-20242602,2025-05-13,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,465.46,571.67,2025-05-18,2025-05-18,0,On-Time,1,0
SHP-20242603,2025-12-06,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,211.52,207.41,2025-12-10,2025-12-11,1,Delayed,0,0
SHP-20242604,2024-11-15,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,396.11,343.41,2024-11-21,2024-11-25,4,Delayed,0,0
SHP-20242605,2025-05-13,SUP-08,Indus Logistics Fab,Tier 3,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,486.08,387.82,2025-05-15,2025-05-21,6,Delayed,0,0
SHP-20242606,2025-09-17,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,623.56,470.84,2025-09-20,2025-09-20,0,On-Time,1,0
SHP-20242607,2024-11-24,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,611.37,451.08,2024-11-29,2024-11-30,1,Delayed,0,0
SHP-20242608,2024-10-12,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,254.21,311.91,2024-10-17,2024-10-17,0,On-Time,1,0
SHP-20242609,2025-03-06,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,470.09,390.6,2025-03-08,2025-03-08,0,On-Time,1,0
SHP-20242610,2024-12-23,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,273.32,232.09,2024-12-26,2024-12-26,0,On-Time,1,0
SHP-20242611,2024-12-01,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Regional Truckload,364.58,268.08,2024-12-06,2024-12-06,0,On-Time,1,0
SHP-20242612,2024-09-15,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,609.8,464.64,2024-09-18,2024-09-26,8,Delayed,0,0
SHP-20242613,2025-08-20,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,380.9,274.0,2025-08-25,2025-08-29,4,Delayed,0,0
SHP-20242614,2025-10-16,SUP-06,Global Polymer Solutions,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,160.38,362.24,2025-10-21,2025-10-24,3,Delayed,0,0
SHP-20242615,2024-06-13,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,297.84,398.9,2024-06-16,2024-06-16,0,On-Time,1,0
SHP-20242616,2025-04-10,SUP-05,Falcon Fasteners Corp,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,239.93,350.4,2025-04-13,2025-04-19,6,Delayed,0,0
SHP-20242617,2025-10-24,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,728.16,1417.7,2025-10-30,2025-11-01,2,Delayed,0,0
SHP-20242618,2024-09-19,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,634.44,1237.08,2024-09-21,2024-09-25,4,Delayed,0,0
SHP-20242619,2024-06-11,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,830.1,1007.79,2024-06-17,2024-06-18,1,Delayed,0,0
SHP-20242620,2024-04-18,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Regional Truckload,181.05,173.64,2024-04-22,2024-04-23,1,Delayed,0,0
SHP-20242621,2025-01-31,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,666.69,524.46,2025-02-06,2025-02-06,0,On-Time,1,0
SHP-20242622,2025-03-31,SUP-03,Delta Electronics Hub,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,718.44,1406.81,2025-04-04,2025-04-05,1,Delayed,0,0
SHP-20242623,2024-09-19,SUP-03,Delta Electronics Hub,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,527.44,431.03,2024-09-21,2024-09-26,5,Delayed,0,0
SHP-20242624,2025-10-17,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,82.71,99.61,2025-10-20,2025-10-24,4,Delayed,0,0
SHP-20242625,2025-12-08,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,458.86,596.46,2025-12-12,2025-12-15,3,Delayed,0,0
SHP-20242626,2024-03-19,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,778.97,586.75,2024-03-25,2024-03-26,1,Delayed,0,0
SHP-20242627,2025-02-06,SUP-07,Hind Cargo Aggregates,Tier 3,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,603.39,691.41,2025-02-11,2025-02-15,4,Delayed,0,0
SHP-20242628,2024-12-21,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,122.36,168.33,2024-12-24,2024-12-29,5,Delayed,0,0
SHP-20242629,2025-03-21,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,294.97,266.6,2025-03-23,2025-03-23,0,On-Time,1,0
SHP-20242630,2025-08-26,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,573.23,422.27,2025-09-01,2025-09-07,6,Delayed,0,0
SHP-20242631,2025-05-03,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Standard Rail Transport,364.44,284.12,2025-05-08,2025-05-10,2,Delayed,0,0
SHP-20242632,2025-08-28,SUP-04,Evergreen Raw Materials,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,391.04,284.85,02/09/2025,2025-09-02,0,On-Time,1,0
SHP-20242633,2024-04-30,SUP-05,Falcon Fasteners Corp,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,583.82,728.12,2024-05-05,2024-05-06,1,Delayed,0,0
SHP-20242634,2025-03-28,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,540.01,417.74,2025-04-03,2025-04-03,0,On-Time,1,0
SHP-20242635,2024-03-02,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Express Air Freight,273.56,570.23,2024-03-06,2024-03-07,1,Delayed,0,0
SHP-20242636,2025-01-08,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,68.95,141.95,2025-01-14,2025-01-15,1,Delayed,0,0
SHP-20242637,2024-12-12,SUP-06,Global Polymer Solutions,Tier 2,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,265.11,326.11,2024-12-15,2024-12-15,0,On-Time,1,0
SHP-20242638,2025-11-16,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,684.28,810.6,21/11/2025,2025-11-21,0,On-Time,1,0
SHP-20242639,2024-06-21,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,654.17,1303.48,2024-06-25,2024-06-28,3,Delayed,0,0
SHP-20242640,2025-08-08,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,229.21,176.04,2025-08-14,2025-08-15,1,Delayed,0,0
SHP-20242641,2024-12-11,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,130.59,146.76,2024-12-14,2024-12-16,2,Delayed,0,0
SHP-20242642,2025-10-29,SUP-05,Falcon Fasteners Corp,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,463.79,540.66,2025-11-04,2025-11-05,1,Delayed,0,0
SHP-20242643,2025-03-11,SUP-02,Bharat Heavy Forgings,Tier 1,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,198.42,281.09,2025-03-15,2025-03-17,2,Delayed,0,0
SHP-20242644,2025-05-22,SUP-07,Hind Cargo Aggregates,Tier 3,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,260.34,356.39,2025-05-25,2025-05-26,1,Delayed,0,0
SHP-20242645,2024-08-10,SUP-06,Global Polymer Solutions,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,92.87,115.99,2024-08-16,2024-08-18,2,Delayed,0,0
SHP-20242646,2025-09-17,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,649.19,764.63,2025-09-21,2025-09-21,0,On-Time,1,0
SHP-20242647,2024-09-18,SUP-08,Indus Logistics Fab,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Priority Surface Cargo,539.14,651.71,2024-09-24,2024-09-29,5,Delayed,0,0
SHP-20242648,2025-10-14,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,539.76,1027.67,2025-10-20,2025-10-23,3,Delayed,0,0
SHP-20242649,2024-05-03,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,518.82,998.13,2024-05-07,2024-05-08,1,Delayed,0,0
SHP-20242650,2025-04-23,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,59.45,71.13,2025-04-28,2025-04-28,0,On-Time,1,0
SHP-20242651,2024-01-25,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Express Air Freight,777.63,1491.32,2024-01-30,2024-01-30,0,On-Time,1,0
SHP-20242652,2025-01-22,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Regional Truckload,105.29,105.04,2025-01-26,2025-01-27,1,Delayed,0,0
SHP-20242653,2024-12-09,SUP-06,Global Polymer Solutions,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,474.7,339.63,2024-12-13,2024-12-20,7,Delayed,0,0
SHP-20242654,2025-07-07,SUP-08,Indus Logistics Fab,Tier 3,WH-MUM-02,West Port (Mumbai),Regional Truckload,547.82,385.48,2025-07-09,2025-07-09,0,On-Time,1,0
SHP-20242655,2025-09-15,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,551.65,1048.22,2025-09-19,2025-09-19,0,on-time  ,1,0
SHP-20242656,2024-02-29,SUP-08,Indus Logistics Fab,Tier 3,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,572.86,666.25,2024-03-04,2024-03-04,0,On-Time,1,0
SHP-20242657,2024-08-03,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,306.09,253.84,2024-08-09,2024-08-09,0,On-Time,1,0
SHP-20242658,2025-03-04,SUP-06,Global Polymer Solutions,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,677.96,510.45,2025-03-09,2025-03-10,1,Delayed,0,0
SHP-20242659,2025-10-13,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Priority Surface Cargo,484.76,562.8,2025-10-17,2025-10-17,0,On-Time,1,0
SHP-20242660,2024-02-02,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,291.02,247.12,2024-02-05,2024-02-05,0,On-Time,1,0
SHP-20242661,2024-04-15,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,244.09,502.96,2024-04-17,2024-04-17,0,On-Time,1,0
SHP-20242662,2025-07-26,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,247.23,505.87,2025-07-29,2025-07-29,0,On-Time,1,0
SHP-20242663,2024-11-13,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,272.87,242.6,2024-11-16,2024-11-20,4,Delayed,0,0
SHP-20242664,2024-10-26,SUP-05,Falcon Fasteners Corp,Tier 2,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,545.62,439.67,2024-10-31,2024-11-01,1,Delayed,0,0
SHP-20242665,2025-02-01,SUP-06,Global Polymer Solutions,Tier 2,WH-MUM-02,West Port (Mumbai),Express Air Freight,648.12,1253.43,2025-02-06,2025-02-08,2,Delayed,0,0
SHP-20242666,2024-07-30,SUP-03,Delta Electronics Hub,Tier 1,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,152.57,145.42,2024-08-04,2024-08-10,6,Delayed,0,0
SHP-20242667,2025-11-29,SUP-02,Bharat Heavy Forgings,Tier 1,WH-KOL-04,East Gateway (Kolkata),Express Air Freight,479.54,948.14,2025-12-04,2025-12-06,2,Delayed,0,0
SHP-20242668,2025-12-06,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Express Air Freight,460.62,903.65,09/12/2025,2025-12-10,1,Delayed,0,0
SHP-20242669,2025-12-03,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,-74.64,147.14,2025-12-09,2025-12-09,0,On-Time,1,0
SHP-20242670,2024-05-24,SUP-07,Hind Cargo Aggregates,Tier 3,WH-MUM-02,West Port (Mumbai),Regional Truckload,506.45,388.51,2024-05-26,2024-06-01,6,Delayed,0,0
SHP-20242671,2025-10-07,SUP-06,Global Polymer Solutions,Tier 2,WH-BLR-03,South Central (Bengaluru),Standard Rail Transport,207.87,165.47,2025-10-13,2025-10-13,0,On-Time,1,1
SHP-20242672,2025-10-28,SUP-04,Evergreen Raw Materials,Tier 2,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,707.49,831.85,2025-10-30,2025-10-30,0,On-Time,1,0
SHP-20242673,2024-11-12,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Express Air Freight,775.5,1523.33,2024-11-16,2024-11-17,1,Delayed,0,0
SHP-20242674,2025-07-23,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,218.94,172.31,2025-07-29,2025-07-30,1,Delayed,0,0
SHP-20242675,2024-03-12,SUP-03,Delta Electronics Hub,Tier 1,WH-MUM-02,West Port (Mumbai),Standard Rail Transport,793.01,594.8,2024-03-14,2024-03-14,0,On-Time,1,0
SHP-20242676,2024-10-22,SUP-01,Apex Precision Components,Tier 1,WH-MUM-02,West Port (Mumbai),Regional Truckload,619.05,438.57,2024-10-24,2024-10-25,1,Delayed,0,0
SHP-20242677,2025-11-14,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,745.06,1452.65,2025-11-16,2025-11-16,0,On-Time,1,0
SHP-20242678,2025-02-02,SUP-07,Hind Cargo Aggregates,Tier 3,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,718.63,880.57,2025-02-05,2025-02-05,0,On-Time,1,0
SHP-20242679,2024-12-25,SUP-02,Bharat Heavy Forgings,Tier 1,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,16.56,52.9,2024-12-31,2024-12-31,0,On-Time,1,0
SHP-20242680,2025-04-12,SUP-05,Falcon Fasteners Corp,Tier 2,WH-DEL-01,North Hub (Delhi-NCR),Standard Rail Transport,595.32,419.14,2025-04-17,2025-04-17,0,On-Time,1,0
SHP-20242681,2024-01-31,SUP-05,Falcon Fasteners Corp,Tier 2,WH-BLR-03,South Central (Bengaluru),Regional Truckload,404.55,304.94,2024-02-03,2024-02-03,0,On-Time,1,0
SHP-20242682,2025-04-28,SUP-04,Evergreen Raw Materials,Tier 2,WH-KOL-04,East Gateway (Kolkata),Regional Truckload,332.83,286.69,2025-05-03,2025-05-03,0,On-Time,1,0
SHP-20242683,2024-08-13,SUP-05,Falcon Fasteners Corp,Tier 2,WH-KOL-04,East Gateway (Kolkata),Priority Surface Cargo,221.37,279.43,2024-08-19,2024-08-20,1,Delayed,0,0
SHP-20242684,2024-04-23,SUP-01,Apex Precision Components,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Regional Truckload,417.31,300.07,2024-04-26,2024-04-27,1,Delayed,0,0
SHP-20242685,2024-11-13,SUP-01,Apex Precision Components,Tier 1,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,-134.18,193.68,2024-11-15,2024-11-15,0,On-Time,1,0
SHP-20242686,2024-10-26,SUP-02,Bharat Heavy Forgings,Tier 1,WH-BLR-03,South Central (Bengaluru),Priority Surface Cargo,445.39,541.97,2024-10-31,2024-11-01,1,Delayed,0,0
SHP-20242687,2025-01-07,SUP-07,Hind Cargo Aggregates,Tier 3,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,680.75,1305.85,2025-01-10,2025-01-13,3,Delayed,0,0
SHP-20242688,2024-05-23,SUP-03,Delta Electronics Hub,Tier 1,WH-DEL-01,North Hub (Delhi-NCR),Express Air Freight,44.72,115.79,2024-05-26,2024-05-29,3,Delayed,0,0
