customer_id,customer_name,segment,region,recency_days,frequency,monetary_value,r_score,f_score,m_score,rfm_segment
CUST-0613,Customer_613,Consumer,East,274,9,12631.85,1,1,4,Hibernating / Lost
CUST-0212,Customer_212,Consumer,East,76,13,12639.89,2,4,4,Loyal Customers
CUST-0780,Customer_780,Corporate,North,182,15,12645.59,1,5,4,Loyal Customers
CUST-0141,Customer_141,Consumer,Central,13,13,12646.27,4,3,4,Loyal Customers
CUST-0387,Customer_387,Consumer,North,51,17,12656.49,3,5,4,Loyal Customers
CUST-0062,Customer_62,Consumer,South,171,16,12780.62,1,5,4,Loyal Customers
CUST-0408,Customer_408,Consumer,North,67,16,12792.94,2,5,4,Loyal Customers
CUST-0647,Customer_647,Corporate,North,21,15,12819.8,4,4,4,Champions (High Value)
CUST-0798,Customer_798,Home Office,North,19,13,12820.81,4,3,4,Loyal Customers
CUST-0719,Customer_719,Corporate,East,128,17,12824.86,1,5,4,Loyal Customers
CUST-0213,Customer_213,Consumer,West,4,14,12848.9,5,4,4,Champions (High Value)
CUST-0825,Customer_825,Consumer,South,43,14,12852.91,3,4,4,Loyal Customers
CUST-0499,Customer_499,Consumer,West,100,11,12900.19,1,3,4,Loyal Customers
CUST-0657,Customer_657,Home Office,Central,13,16,12910.52,4,5,4,Champions (High Value)
CUST-0239,Customer_239,Consumer,West,77,8,12929.84,2,1,4,Hibernating / Lost
CUST-0102,Customer_102,Corporate,West,29,14,12949.4,4,4,4,Champions (High Value)
CUST-0094,Customer_94,Consumer,East,39,9,13017.13,3,1,4,Hibernating / Lost
CUST-0834,Customer_834,Corporate,South,23,10,13019.49,4,2,4,Promising New
CUST-0377,Customer_377,Corporate,North,17,17,13041.01,4,5,4,Champions (High Value)
CUST-0745,Customer_745,Consumer,Central,0,17,13076.97,5,5,4,Champions (High Value)
CUST-0517,Customer_517,Corporate,West,152,9,13077.59,1,1,4,Hibernating / Lost
CUST-0640,Customer_640,Consumer,South,21,14,13084.01,4,4,4,Champions (High Value)
CUST-0311,Customer_311,Consumer,North,24,13,13095.19,4,3,4,Loyal Customers
CUST-0273,Customer_273,Consumer,South,11,10,13121.35,5,2,4,Promising New
CUST-0288,Customer_288,Corporate,West,64,14,13159.78,2,4,4,Loyal Customers
CUST-0344,Customer_344,Home Office,West,8,15,13179.07,5,4,4,Champions (High Value)
CUST-0454,Customer_454,Corporate,West,10,14,13216.07,5,4,4,Champions (High Value)
CUST-0015,Customer_15,Home Office,South,13,17,13225.37,4,5,4,Champions (High Value)
CUST-0604,Customer_604,Consumer,South,10,16,13227.83,5,5,4,Champions (High Value)
CUST-0442,Customer_442,Corporate,West,24,14,13233.57,4,4,4,Champions (High Value)
CUST-0404,Customer_404,Consumer,North,40,17,13333.15,3,5,4,Loyal Customers
CUST-0722,Customer_722,Consumer,North,67,9,13342.33,2,1,4,Hibernating / Lost
CUST-0399,Customer_399,Consumer,North,127,16,13345.76,1,5,4,Loyal Customers
CUST-0279,Customer_279,Consumer,East,16,10,13409.35,4,2,4,Promising New
CUST-0759,Customer_759,Home Office,North,6,15,13426.33,5,4,4,Champions (High Value)
CUST-0114,Customer_114,Home Office,South,57,11,13476.55,2,2,4,Hibernating / Lost
CUST-0097,Customer_97,Corporate,Central,133,11,13478.08,1,3,4,Loyal Customers
CUST-0773,Customer_773,Consumer,North,82,13,13483.4,2,4,4,Loyal Customers
CUST-0150,Customer_150,Consumer,West,12,11,13489.49,5,2,4,Promising New
CUST-0703,Customer_703,Consumer,North,87,15,13543.39,2,5,4,Loyal Customers
CUST-0372,Customer_372,Corporate,South,10,14,13563.64,5,4,4,Champions (High Value)
CUST-0390,Customer_390,Consumer,Central,21,17,13571.61,4,5,5,Champions (High Value)
CUST-0180,Customer_180,Consumer,West,15,13,13584.88,4,3,5,Loyal Customers
CUST-0526,Customer_526,Consumer,West,11,19,13596.24,5,5,5,Champions (High Value)
CUST-0720,Customer_720,Consumer,South,169,15,13605.41,1,5,5,Loyal Customers
CUST-0521,Customer_521,Consumer,North,103,17,13631.09,1,5,5,Loyal Customers
CUST-0064,Customer_64,Corporate,South,13,17,13673.79,4,5,5,Champions (High Value)
CUST-0644,Customer_644,Consumer,East,42,14,13678.19,3,4,5,Loyal Customers
CUST-0149,Customer_149,Consumer,North,5,15,13695.12,5,4,5,Champions (High Value)
CUST-0522,Customer_522,Home Office,Central,106,10,13707.26,1,2,5,Hibernating / Lost
CUST-0787,Customer_787,Corporate,North,73,14,13716.09,2,4,5,Loyal Customers
CUST-0219,Customer_219,Consumer,Central,12,9,13776.74,5,1,5,Promising New
CUST-0269,Customer_269,Consumer,East,130,11,13781.63,1,3,5,Loyal Customers
CUST-0346,Customer_346,Consumer,North,35,16,13802.59,3,5,5,Loyal Customers
CUST-0331,Customer_331,Consumer,South,8,16,13850.01,5,5,5,Champions (High Value)
CUST-0386,Customer_386,Home Office,East,32,14,13876.41,3,4,5,Loyal Customers
CUST-0072,Customer_72,Corporate,South,23,15,13916.31,4,4,5,Champions (High Value)
CUST-0531,Customer_531,Consumer,North,41,13,13922.81,3,4,5,Loyal Customers
CUST-0713,Customer_713,Consumer,North,12,14,13953.46,5,4,5,Champions (High Value)
CUST-0154,Customer_154,Consumer,North,62,10,13978.46,2,2,5,Hibernating / Lost
CUST-0322,Customer_322,Corporate,North,79,14,13978.73,2,4,5,Loyal Customers
CUST-0393,Customer_393,Consumer,North,3,17,14063.06,5,5,5,Champions (High Value)
CUST-0762,Customer_762,Consumer,South,27,13,14117.76,4,3,5,Loyal Customers
CUST-0118,Customer_118,Corporate,West,28,10,14137.18,4,2,5,Promising New
CUST-0381,Customer_381,Home Office,North,136,10,14138.12,1,2,5,Hibernating / Lost
CUST-0413,Customer_413,Corporate,East,36,11,14160.21,3,2,5,Hibernating / Lost
CUST-0616,Customer_616,Consumer,East,38,15,14164.13,3,4,5,Loyal Customers
CUST-0414,Customer_414,Corporate,Central,47,11,14175.55,3,2,5,Hibernating / Lost
CUST-0659,Customer_659,Consumer,East,66,8,14222.65,2,1,5,Hibernating / Lost
CUST-0732,Customer_732,Consumer,North,31,17,14267.34,3,5,5,Loyal Customers
CUST-0034,Customer_34,Corporate,West,15,18,14271.42,4,5,5,Champions (High Value)
CUST-0619,Customer_619,Corporate,West,98,11,14280.66,1,3,5,Loyal Customers
CUST-0012,Customer_12,Consumer,South,40,13,14280.9,3,4,5,Loyal Customers
CUST-0272,Customer_272,Consumer,North,4,16,14387.04,5,5,5,Champions (High Value)
CUST-0725,Customer_725,Consumer,North,33,16,14391.87,3,5,5,Loyal Customers
CUST-0292,Customer_292,Consumer,West,34,10,14445.41,3,2,5,Hibernating / Lost
CUST-0355,Customer_355,Corporate,South,25,15,14482.06,4,4,5,Champions (High Value)
CUST-0283,Customer_283,Home Office,West,157,17,14504.96,1,5,5,Loyal Customers
CUST-0047,Customer_47,Consumer,Central,92,16,14544.26,2,5,5,Loyal Customers
CUST-0638,Customer_638,Home Office,South,37,10,14547.72,3,2,5,Hibernating / Lost
CUST-0373,Customer_373,Home Office,North,79,13,14552.1,2,4,5,Loyal Customers
CUST-0800,Customer_800,Corporate,North,3,11,14552.11,5,2,5,Promising New
CUST-0025,Customer_25,Corporate,South,77,18,14584.43,2,5,5,Loyal Customers
CUST-0660,Customer_660,Consumer,Central,29,14,14588.13,4,4,5,Champions (High Value)
CUST-0492,Customer_492,Consumer,East,0,14,14658.0,5,4,5,Champions (High Value)
CUST-0105,Customer_105,Consumer,North,46,11,14663.48,3,2,5,Hibernating / Lost
CUST-0230,Customer_230,Consumer,West,15,21,14671.06,4,5,5,Champions (High Value)
CUST-0645,Customer_645,Consumer,Central,3,19,14690.33,5,5,5,Champions (High Value)
CUST-0158,Customer_158,Corporate,West,20,15,14701.43,4,4,5,Champions (High Value)
CUST-0701,Customer_701,Consumer,South,9,13,14758.51,5,3,5,Loyal Customers
CUST-0307,Customer_307,Consumer,East,53,15,14785.67,2,5,5,Loyal Customers
CUST-0767,Customer_767,Consumer,South,8,14,14812.94,5,4,5,Champions (High Value)
CUST-0237,Customer_237,Consumer,East,63,16,14821.39,2,5,5,Loyal Customers
CUST-0077,Customer_77,Consumer,South,36,15,14834.78,3,4,5,Loyal Customers
CUST-0367,Customer_367,Corporate,North,119,13,14863.21,1,4,5,Loyal Customers
CUST-0286,Customer_286,Corporate,West,28,8,14909.19,4,1,5,Promising New
CUST-0247,Customer_247,Consumer,East,96,12,14912.06,1,3,5,Loyal Customers
CUST-0831,Customer_831,Consumer,Central,52,9,14932.04,3,1,5,Hibernating / Lost
CUST-0464,Customer_464,Consumer,East,79,12,14946.18,2,3,5,Loyal Customers
CUST-0821,Customer_821,Consumer,West,129,14,14966.55,1,4,5,Loyal Customers
CUST-0824,Customer_824,Consumer,West,38,13,14989.62,3,4,5,Loyal Customers
CUST-0314,Customer_314,Consumer,South,85,10,15022.97,2,2,5,Hibernating / Lost
CUST-0389,Customer_389,Consumer,Central,24,16,15040.62,4,5,5,Champions (High Value)
CUST-0428,Customer_428,Corporate,Central,49,16,15059.9,3,5,5,Loyal Customers
CUST-0255,Customer_255,Corporate,North,78,15,15069.39,2,5,5,Loyal Customers
CUST-0533,Customer_533,Corporate,West,40,13,15101.78,3,4,5,Loyal Customers
CUST-0806,Customer_806,Home Office,West,29,14,15114.72,4,4,5,Champions (High Value)
CUST-0142,Customer_142,Consumer,West,19,16,15179.16,4,5,5,Champions (High Value)
CUST-0289,Customer_289,Consumer,North,123,14,15200.33,1,4,5,Loyal Customers
CUST-0095,Customer_95,Corporate,Central,101,14,15259.08,1,4,5,Loyal Customers
CUST-0685,Customer_685,Corporate,West,151,12,15259.49,1,3,5,Loyal Customers
CUST-0343,Customer_343,Corporate,North,46,20,15319.89,3,5,5,Loyal Customers
CUST-0630,Customer_630,Consumer,West,56,14,15443.5,2,4,5,Loyal Customers
CUST-0481,Customer_481,Consumer,South,2,15,15456.04,5,4,5,Champions (High Value)
CUST-0148,Customer_148,Consumer,North,11,13,15507.35,5,3,5,Loyal Customers
CUST-0654,Customer_654,Consumer,South,19,16,15525.94,4,5,5,Champions (High Value)
CUST-0217,Customer_217,Consumer,North,95,13,15527.0,1,4,5,Loyal Customers
CUST-0543,Customer_543,Consumer,East,49,17,15567.12,3,5,5,Loyal Customers
CUST-0378,Customer_378,Corporate,Central,38,10,15614.81,3,2,5,Hibernating / Lost
CUST-0050,Customer_50,Home Office,North,4,13,15663.22,5,3,5,Loyal Customers
CUST-0061,Customer_61,Consumer,South,111,11,15681.36,1,3,5,Loyal Customers
CUST-0391,Customer_391,Home Office,West,0,15,15732.92,5,4,5,Champions (High Value)
CUST-0117,Customer_117,Home Office,Central,15,16,15733.53,4,5,5,Champions (High Value)
CUST-0078,Customer_78,Consumer,North,100,12,15757.41,1,3,5,Loyal Customers
CUST-0040,Customer_40,Home Office,Central,12,12,15776.99,5,3,5,Loyal Customers
CUST-0132,Customer_132,Consumer,North,16,18,15788.51,4,5,5,Champions (High Value)
CUST-0841,Customer_841,Consumer,North,80,12,15820.32,2,3,5,Loyal Customers
CUST-0669,Customer_669,Consumer,East,51,12,15859.18,3,3,5,Loyal Customers
CUST-0672,Customer_672,Consumer,North,77,11,15889.06,2,2,5,Hibernating / Lost
CUST-0548,Customer_548,Consumer,South,1,17,16123.49,5,5,5,Champions (High Value)
CUST-0278,Customer_278,Consumer,South,36,18,16171.49,3,5,5,Loyal Customers
CUST-0845,Customer_845,Corporate,East,1,16,16225.16,5,5,5,Champions (High Value)
CUST-0650,Customer_650,Consumer,East,64,18,16260.21,2,5,5,Loyal Customers
CUST-0403,Customer_403,Consumer,East,67,12,16270.65,2,3,5,Loyal Customers
CUST-0309,Customer_309,Consumer,South,25,17,16271.09,4,5,5,Champions (High Value)
CUST-0194,Customer_194,Home Office,North,10,12,16293.29,5,3,5,Loyal Customers
CUST-0392,Customer_392,Consumer,North,34,21,16330.28,3,5,5,Loyal Customers
CUST-0430,Customer_430,Home Office,South,35,16,16346.41,3,5,5,Loyal Customers
CUST-0771,Customer_771,Consumer,South,39,15,16347.85,3,4,5,Loyal Customers
CUST-0396,Customer_396,Consumer,West,102,17,16384.76,1,5,5,Loyal Customers
CUST-0553,Customer_553,Consumer,West,21,17,16400.5,4,5,5,Champions (High Value)
CUST-0033,Customer_33,Home Office,North,17,17,16432.23,4,5,5,Champions (High Value)
CUST-0774,Customer_774,Corporate,North,31,11,16439.7,3,2,5,Hibernating / Lost
CUST-0384,Customer_384,Home Office,West,135,15,16521.44,1,5,5,Loyal Customers
CUST-0646,Customer_646,Home Office,South,26,14,16621.65,4,4,5,Champions (High Value)
CUST-0133,Customer_133,Consumer,Central,6,20,16627.01,5,5,5,Champions (High Value)
CUST-0470,Customer_470,Corporate,North,129,10,16670.99,1,2,5,Hibernating / Lost
CUST-0303,Customer_303,Consumer,West,39,14,16755.37,3,4,5,Loyal Customers
CUST-0835,Customer_835,Corporate,Central,19,10,16869.97,4,2,5,Promising New
CUST-0234,Customer_234,Corporate,North,55,20,16909.69,2,5,5,Loyal Customers
CUST-0658,Customer_658,Home Office,West,102,17,16921.9,1,5,5,Loyal Customers
CUST-0501,Customer_501,Corporate,North,110,14,16952.54,1,4,5,Loyal Customers
CUST-0540,Customer_540,Home Office,North,51,10,17000.94,3,2,5,Hibernating / Lost
CUST-0290,Customer_290,Home Office,Central,25,17,17047.05,4,5,5,Champions (High Value)
CUST-0568,Customer_568,Corporate,South,60,16,17059.64,2,5,5,Loyal Customers
CUST-0634,Customer_634,Corporate,West,14,20,17100.64,4,5,5,Champions (High Value)
CUST-0383,Customer_383,Consumer,West,0,14,17141.52,5,4,5,Champions (High Value)
CUST-0743,Customer_743,Consumer,Central,33,8,17175.21,3,1,5,Hibernating / Lost
CUST-0578,Customer_578,Consumer,West,42,19,17196.74,3,5,5,Loyal Customers
CUST-0718,Customer_718,Consumer,North,33,15,17223.37,3,4,5,Loyal Customers
CUST-0785,Customer_785,Consumer,West,17,16,17258.32,4,5,5,Champions (High Value)
CUST-0572,Customer_572,Corporate,South,75,16,17419.56,2,5,5,Loyal Customers
CUST-0746,Customer_746,Corporate,West,111,16,17450.82,1,5,5,Loyal Customers
CUST-0589,Customer_589,Consumer,Central,80,13,17465.39,2,4,5,Loyal Customers
CUST-0605,Customer_605,Consumer,West,21,16,17521.85,4,5,5,Champions (High Value)
CUST-0044,Customer_44,Consumer,West,6,14,17594.11,5,4,5,Champions (High Value)
CUST-0716,Customer_716,Consumer,South,38,17,17676.75,3,5,5,Loyal Customers
CUST-0361,Customer_361,Corporate,Central,77,16,17797.48,2,5,5,Loyal Customers
CUST-0337,Customer_337,Consumer,Central,60,14,17797.72,2,4,5,Loyal Customers
CUST-0448,Customer_448,Corporate,West,11,21,17865.31,5,5,5,Champions (High Value)
CUST-0843,Customer_843,Corporate,West,37,16,17896.16,3,5,5,Loyal Customers
CUST-0140,Customer_140,Corporate,East,96,18,17909.54,1,5,5,Loyal Customers
CUST-0427,Customer_427,Consumer,South,16,16,18262.83,4,5,5,Champions (High Value)
CUST-0782,Customer_782,Consumer,West,58,11,18264.39,2,2,5,Hibernating / Lost
CUST-0270,Customer_270,Home Office,East,6,16,18309.66,5,5,5,Champions (High Value)
CUST-0100,Customer_100,Consumer,North,16,19,18412.16,4,5,5,Champions (High Value)
CUST-0453,Customer_453,Corporate,Central,3,13,18494.9,5,3,5,Loyal Customers
CUST-0328,Customer_328,Consumer,North,4,13,18547.43,5,3,5,Loyal Customers
CUST-0600,Customer_600,Home Office,Central,40,14,18747.67,3,4,5,Loyal Customers
CUST-0697,Customer_697,Consumer,South,13,15,18750.28,4,4,5,Champions (High Value)
CUST-0223,Customer_223,Corporate,North,58,12,18780.96,2,3,5,Loyal Customers
CUST-0002,Customer_2,Home Office,Central,62,14,19196.36,2,4,5,Loyal Customers
CUST-0486,Customer_486,Consumer,East,16,17,19223.81,4,5,5,Champions (High Value)
CUST-0287,Customer_287,Home Office,East,71,16,19321.81,2,5,5,Loyal Customers
CUST-0120,Customer_120,Consumer,East,21,16,19555.0,4,5,5,Champions (High Value)
CUST-0456,Customer_456,Home Office,Central,25,19,19646.65,4,5,5,Champions (High Value)
CUST-0249,Customer_249,Corporate,Central,53,16,19702.99,2,5,5,Loyal Customers
CUST-0717,Customer_717,Corporate,East,1,16,19817.15,5,5,5,Champions (High Value)
CUST-0342,Customer_342,Consumer,Central,39,17,19898.32,3,5,5,Loyal Customers
CUST-0611,Customer_611,Consumer,South,18,24,20009.77,4,5,5,Champions (High Value)
CUST-0425,Customer_425,Consumer,South,8,15,20075.09,5,4,5,Champions (High Value)
CUST-0784,Customer_784,Corporate,West,56,17,20097.67,2,5,5,Loyal Customers
CUST-0541,Customer_541,Consumer,North,83,13,20122.66,2,4,5,Loyal Customers
CUST-0267,Customer_267,Corporate,East,65,13,20159.64,2,4,5,Loyal Customers
CUST-0362,Customer_362,Consumer,West,3,14,20283.3,5,4,5,Champions (High Value)
CUST-0583,Customer_583,Home Office,South,35,23,20502.39,3,5,5,Loyal Customers
CUST-0535,Customer_535,Consumer,East,93,13,20608.61,1,4,5,Loyal Customers
CUST-0318,Customer_318,Corporate,North,17,12,20695.28,4,3,5,Loyal Customers
CUST-0293,Customer_293,Consumer,North,10,15,20906.9,5,4,5,Champions (High Value)
CUST-0116,Customer_116,Consumer,South,17,20,21162.96,4,5,5,Champions (High Value)
CUST-0534,Customer_534,Consumer,North,57,17,21665.64,2,5,5,Loyal Customers
CUST-0431,Customer_431,Corporate,South,143,15,21800.7,1,5,5,Loyal Customers
CUST-0491,Customer_491,Consumer,West,83,19,22021.42,2,5,5,Loyal Customers
CUST-0203,Customer_203,Corporate,North,39,21,22103.96,3,5,5,Loyal Customers
CUST-0388,Customer_388,Corporate,North,4,19,22870.02,5,5,5,Champions (High Value)
CUST-0739,Customer_739,Corporate,South,0,16,22894.37,5,5,5,Champions (High Value)
CUST-0085,Customer_85,Corporate,North,13,13,23121.78,5,3,5,Loyal Customers
CUST-0709,Customer_709,Corporate,North,54,23,23327.97,2,5,5,Loyal Customers
CUST-0335,Customer_335,Consumer,South,25,21,23423.47,4,5,5,Champions (High Value)
CUST-0294,Customer_294,Corporate,North,12,17,25026.85,5,5,5,Champions (High Value)
CUST-0675,Customer_675,Corporate,North,53,14,29442.54,3,4,5,Loyal Customers
